,Unnamed: 0,block_id,previous_solution,timeout,model_found,shown_optimal,outcome,solver_time_in_sec,initial_n_instrs,initial_estimated_size,initial_estimated_gas,initial_length,saved_length,saved_size,saved_gas,solution_found,optimized_n_instrs,optimized_length,optimized_estimated_size,optimized_estimated_gas,checker,reason,category,real_savings
4016,4016,0x8CFeA40E059Eb393f49C103EA56C80bF8D2CA20a_GoldFarmFaaS_run_code_of_0_block_530_0_input,PUSH0 PUSH [tag] 657 CALLER PUSH [tag] 149,10,TRUE,TRUE,model,0.15,4,8,10,4,0,0,0,PUSH0 PUSH [tag] 657 CALLER PUSH [tag] 149,4,4,8,10,TRUE,,config3_5_size,0
4021,4021,0x8C3c25474530DF10046f7cDc197571F353F5AcA0_CUPMinter_run_code_of_0_block_210_0_input,CALLER PUSH0 SWAP1 DUP2 MSTORE PUSH 10 PUSH 20 SWAP1 DUP2 MSTORE PUSH 40 DUP1 DUP4 KECCAK256 DUP5 DUP5 MSTORE SWAP1 SWAP2,10,TRUE,TRUE,model,4.24,19,22,82,19,4,3,12,PUSH0 CALLER DUP2 PUSH 10 PUSH 20 MSTORE MSTORE PUSH 40 DUP1 DUP3 KECCAK256 PUSH 20 DUP5 DUP5 MSTORE,15,15,19,70,TRUE,,config3_5_size,3
4027,4027,0x7d657Cf5Eb3d26658eC85de8Bf8b5E4d8D40F87C_DONOTBUY_run_code_of_0_block_314_0_input,PUSH 1 PUSH 1 PUSH a0 SHL SUB DUP1 DUP12 AND PUSH0 SWAP1 DUP2 MSTORE PUSH 2 PUSH 20 MSTORE PUSH 40 DUP1 DUP3 KECCAK256 SWAP4 SWAP1 SWAP4,10,TRUE,FALSE,model,20.65,22,28,92,22,1,2,3,PUSH0 PUSH 40 SWAP2 PUSH 1 DUP1 PUSH a0 SHL SUB PUSH 2 PUSH 20 MSTORE SWAP2 DUP13 DUP4 AND DUP2 MSTORE SWAP1 DUP4 DUP3 KECCAK256,21,21,26,89,TRUE,,config3_5_size,2
4028,4028,0x7d657Cf5Eb3d26658eC85de8Bf8b5E4d8D40F87C_DONOTBUY_initial_block_1_0_input,PUSH [tag] 3 SWAP1 PUSH0 NOT PUSH [tag] 4,10,TRUE,TRUE,model,0.15,5,9,14,5,0,0,0,PUSH [tag] 3 SWAP1 PUSH0 NOT PUSH [tag] 4,5,5,9,14,TRUE,,config3_5_size,0
4033,4033,0x7d657Cf5Eb3d26658eC85de8Bf8b5E4d8D40F87C_DONOTBUY_run_code_of_0_block_392_0_input,PUSH0 PUSH 20 DUP3 DUP5 SUB SLT ISZERO PUSH [tag] 506,10,TRUE,TRUE,model,0.27,8,11,23,8,0,0,0,PUSH0 PUSH 20 DUP3 DUP5 SUB SLT ISZERO PUSH [tag] 506,8,8,11,23,TRUE,,config3_5_size,0
4034,4034,0x5552F868dB969c2e2cB90680257236f25CbEBb4F_EverShib_run_code_of_0_block_675_0_input,SWAP5 PUSH 20 SWAP4 SWAP1 SWAP4 ADD CALLDATALOAD SWAP4 POP POP POP,10,TRUE,TRUE,model,0.43,11,12,30,11,2,2,6,SWAP4 POP POP POP PUSH 20 ADD CALLDATALOAD SWAP1 SWAP2,9,9,10,24,TRUE,,config3_5_size,2
4036,4036,0x32E6C34Cd57087aBBD59B5A4AECC4cB495924356_ERC20_run_code_of_0_block_68_1_input,PUSH 7373 PUSH f0 SHL PUSH 64 DUP3 ADD,10,TRUE,TRUE,model,0.21,6,10,18,6,0,0,0,PUSH 7373 PUSH f0 SHL PUSH 64 DUP3 ADD,6,6,10,18,TRUE,,config3_5_size,0
4042,4042,0x0c9C2e9647f65118EffB3d87C6D025d95845E930_Rugpull_initial_block_2_1_input,DUP2 ADD PUSH 40 DUP2 SWAP1 MSTORE PUSH [tag] 2 SWAP2 PUSH [tag] 3,10,TRUE,TRUE,model,0.32,9,14,27,9,1,1,3,DUP2 ADD PUSH [tag] 2 DUP2 PUSH 40 MSTORE SWAP2 PUSH [tag] 3,8,8,13,24,TRUE,,config3_5_size,1
4044,4044,0x8CFeA40E059Eb393f49C103EA56C80bF8D2CA20a_GoldFarmFaaS_run_code_of_0_block_29_0_input,DUP1 PUSH a8d598a4 EQ PUSH [tag] 43,10,TRUE,TRUE,model,0.15,4,10,12,4,0,0,0,PUSH a8d598a4 DUP2 EQ PUSH [tag] 43,4,4,10,12,TRUE,,config3_5_size,0
4045,4045,0x62AB956D616C25d7887e685Cf3299fBa8505e34b_SeriumInvesting_run_code_of_0_block_262_0_input,PUSH 40 MLOAD PUSH 461bcd PUSH e5 SHL DUP2 MSTORE PUSH 20 PUSH 4 DUP3 ADD MSTORE PUSH 2a PUSH 24 DUP3 ADD MSTORE PUSH 416d6f756e74206d757374206265206c657373207468616e20746f74616c2072 PUSH 44 DUP3 ADD,10,TRUE,TRUE,model,8.21,21,63,63,21,0,0,0,PUSH 40 MLOAD PUSH 20 DUP2 PUSH 461bcd PUSH e5 SHL DUP4 MSTORE PUSH 4 ADD MSTORE PUSH 2a PUSH 24 DUP3 ADD MSTORE PUSH 416d6f756e74206d757374206265206c657373207468616e20746f74616c2072 PUSH 44 DUP3 ADD,21,21,63,63,TRUE,,config3_5_size,0
4048,4048,0x62AB956D616C25d7887e685Cf3299fBa8505e34b_SeriumInvesting_run_code_of_0_block_273_0_input,PUSH 1 PUSH 1 PUSH a0 SHL SUB SWAP3 DUP4 AND PUSH 20 SWAP2 DUP3 MUL SWAP3 SWAP1 SWAP3 ADD ADD,10,TRUE,TRUE,model,19.02,17,21,53,17,3,3,9,PUSH 20 MUL ADD PUSH 20 PUSH 1 DUP1 PUSH a0 SHL SUB SWAP3 DUP4 AND SWAP2 ADD,14,14,18,44,TRUE,,config3_5_size,3
4049,4049,0x5552F868dB969c2e2cB90680257236f25CbEBb4F_EverShib_run_code_of_0_block_445_0_input,PUSH 40 MLOAD PUSH 461bcd PUSH e5 SHL DUP2 MSTORE PUSH 4 ADD PUSH [tag] 318 SWAP1 PUSH [tag] 319,10,TRUE,TRUE,model,1.9,12,22,36,12,1,1,3,PUSH [tag] 318 PUSH 40 MLOAD PUSH 461bcd PUSH e5 SHL DUP2 MSTORE PUSH 4 ADD PUSH [tag] 319,11,11,21,33,TRUE,,config3_5_size,1
4050,4050,0x32E6C34Cd57087aBBD59B5A4AECC4cB495924356_ERC20_run_code_of_0_block_14_0_input,DUP1 PUSH 23b872dd EQ PUSH [tag] 6,10,TRUE,TRUE,model,0.1,4,10,12,4,0,0,0,PUSH 23b872dd DUP2 EQ PUSH [tag] 6,4,4,10,12,TRUE,,config3_5_size,0
4052,4052,0x62AB956D616C25d7887e685Cf3299fBa8505e34b_SeriumInvesting_run_code_of_0_block_123_0_input,PUSH 40 MLOAD PUSH 461bcd PUSH e5 SHL DUP2 MSTORE PUSH 4 ADD PUSH [tag] 137 SWAP1 PUSH [tag] 138,10,TRUE,TRUE,model,1.89,12,22,36,12,1,1,3,PUSH [tag] 137 PUSH 40 MLOAD PUSH 461bcd PUSH e5 SHL DUP2 MSTORE PUSH 4 ADD PUSH [tag] 138,11,11,21,33,TRUE,,config3_5_size,1
4054,4054,0x32E6C34Cd57087aBBD59B5A4AECC4cB495924356_ERC20_run_code_of_0_block_81_0_input,DUP6 DUP2 ADD DUP4 ADD MLOAD DUP6 DUP3 ADD PUSH 40 ADD MSTORE DUP3 ADD PUSH [tag] 137,10,TRUE,TRUE,model,9.11,15,18,45,15,0,0,0,DUP6 DUP2 ADD DUP4 ADD MLOAD DUP6 DUP3 ADD PUSH 40 ADD MSTORE DUP3 ADD PUSH [tag] 137,15,15,18,45,TRUE,,config3_5_size,0
