,block_id,previous_solution,timeout,solver_time_in_sec,outcome,initial_n_instrs,model_found,shown_optimal,initial_length,saved_length,checker,reason,solution_found,optimized_n_instrs,optimized_length
746,folder15_json_74,"i32.const[49] i32.load8_s[3,0] local.set[local_index(1)] i32.load8_u[0,2] i32.sub i32.const[28] i32.load8_s[4,3] local.get[local_index(0)] i32.store[5,0] call[function_index(0)] local.tee[local_index(1)] i32.store[0,2] i32.load[4,2] local.get[local_index(0)] local.get[local_index(1)]",10,0.92,optimal,15,True,True,15,0,True,,i32.load8_u_3 i32.const_0 i32.load8_s_1 i32.const_1 i32.load8_s_6 local.get_0 i32.store_8 SET1 i32.sub_0 call[function_index(0)]_9 TEE1 i32.store_11 i32.load_12 local.get_0 GET1,15.0,15.0
747,folder15_json_60,"local.set[local_index(0)] i32.sub i32.add local.tee[local_index(1)] local.set[local_index(1)] i32.store[4,5] local.tee[local_index(1)] local.get[local_index(0)] local.tee[local_index(1)] local.tee[local_index(0)] local.get[local_index(1)] i32.load16_s[5,0] i32.store16[5,3] i32.load[0,5] local.get[local_index(0)]",10,0.89,optimal,15,True,True,15,3,True,,TEE1 SET2 SET3 SET4 SET5 i32.store_5 GET2 GET2 i32.load16_s_11 i32.store16_12 i32.load_13 GET2,12.0,12.0
748,folder15_json_8,"i32.load16_u[0,3] i32.store16[2,4] i32.const[36] i32.load[1,0] local.get[local_index(0)] call[function_index(0)] call[function_index(1)] local.get[local_index(1)] local.get[local_index(0)] call[function_index(2)] local.set[local_index(1)] local.get[local_index(0)] call[function_index(3)] local.tee[local_index(0)] local.tee[local_index(0)]",10,0.53,optimal,15,True,True,15,1,True,,i32.load16_u_0 i32.store16_1 i32.const_0 i32.load_3 GET1 call[function_index(0)]_5 call[function_index(1)]_6 GET2 GET1 call[function_index(2)]_9 SET2 GET1 call[function_index(3)]_12 TEE1,14.0,14.0
749,folder15_json_48,"local.get[local_index(1)] i32.load[4,4] i32.store8[1,5] local.tee[local_index(0)] local.tee[local_index(1)] i32.load8_s[0,4] i32.store[1,3] i32.load8_u[2,0] i32.store8[2,0] i32.load8_s[3,2] local.tee[local_index(0)] i32.store[5,0] i32.load8_u[0,1] local.set[local_index(0)] call[function_index(0)]",10,0.64,optimal,15,True,True,15,2,True,,GET2 i32.load_1 i32.store8_2 TEE2 i32.load8_s_5 i32.store_6 i32.load8_u_7 i32.store8_8 i32.load8_s_9 i32.store_11 i32.load8_u_12 SET1 call[function_index(0)]_14,13.0,13.0
750,folder12_json_87,"i32.sub i32.sub i32.load8_u[1,2] i32.const[86] i32.add i32.store[0,5] local.tee[local_index(1)] local.tee[local_index(1)] local.tee[local_index(0)] i32.load[1,3] i32.store[5,2] i32.add",10,0.57,optimal,12,True,True,12,1,True,,i32.sub_0 i32.sub_1 i32.load8_u_2 i32.const_0 i32.add_1 i32.store_5 TEE1 TEE2 i32.load_9 i32.store_10 i32.add_0,11.0,11.0
751,folder12_json_93,"local.get[local_index(0)] i32.load[2,5] local.set[local_index(1)] i32.sub i32.const[65] call[function_index(0)] i32.load[1,1] i32.sub i32.store8[5,3] local.tee[local_index(0)] local.get[local_index(1)] local.tee[local_index(1)]",10,0.54,optimal,12,True,True,12,1,True,,GET1 i32.load_1 SET2 i32.sub_0 i32.const_0 call[function_index(0)]_5 i32.load_6 i32.sub_1 i32.store8_8 TEE1 GET2,11.0,11.0
752,folder11_json_37,"local.get[local_index(0)] i32.store8[2,1] call[function_index(0)] local.set[local_index(0)] local.get[local_index(0)] local.tee[local_index(0)] i32.store8[2,3] i32.store16[0,3] local.tee[local_index(0)] i32.store8[2,2] local.get[local_index(0)]",10,0.24,optimal,11,True,True,11,3,True,,GET1 i32.store8_1 call[function_index(0)]_2 i32.store8_6 i32.store16_7 TEE1 i32.store8_9 GET1,8.0,8.0
753,folder6_json_16,"i32.load8_u[3,4] local.tee[local_index(0)] i32.load16_s[2,3] i32.add call[function_index(0)] local.set[local_index(0)]",10,0.11,optimal,6,True,True,6,1,True,,i32.load8_u_0 i32.load16_s_2 i32.add_0 call[function_index(0)]_4 SET1,5.0,5.0
754,folder11_json_23,"local.set[local_index(0)] local.get[local_index(0)] i32.sub local.set[local_index(1)] i32.const[7] i32.load[0,1] local.set[local_index(0)] local.set[local_index(1)] local.set[local_index(1)] local.set[local_index(0)] i32.store8[3,1]",10,0.36,optimal,11,True,True,11,2,True,,POP POP POP i32.const_0 i32.load_5 SET2 SET2 SET1 i32.store8_10,9.0,9.0
755,folder16_json_6,"i32.sub local.set[local_index(0)] local.get[local_index(1)] i32.store[1,0] local.tee[local_index(1)] local.get[local_index(1)] i32.store16[0,4] i32.store8[4,3] i32.load16_u[0,2] call[function_index(0)] i32.store16[1,4] i32.add local.get[local_index(0)] local.tee[local_index(0)] i32.sub local.tee[local_index(1)]",10,1.51,optimal,16,True,True,16,1,True,,i32.sub_0 SET1 GET2 i32.store_3 TEE2 GET2 i32.store16_6 i32.store8_7 i32.load16_u_8 call[function_index(0)]_9 i32.store16_10 i32.add_0 GET1 i32.sub_1 TEE2,15.0,15.0
756,folder16_json_13,"i32.sub local.set[local_index(0)] local.get[local_index(1)] i32.store8[2,1] local.get[local_index(0)] i32.load[5,2] i32.const[95] i32.const[33] local.tee[local_index(0)] local.set[local_index(1)] i32.sub local.tee[local_index(0)] local.tee[local_index(0)] local.get[local_index(1)] i32.store8[3,2] local.set[local_index(1)]",10,5.88,optimal,16,True,True,16,4,True,,i32.sub_0 SET1 GET2 i32.store8_3 GET1 i32.load_5 i32.const_1 i32.sub_1 TEE1 i32.const_0 i32.store8_14 SET2,12.0,12.0
757,folder16_json_12,"local.get[local_index(0)] local.tee[local_index(0)] i32.load8_s[3,0] i32.load16_u[2,1] i32.load16_u[2,0] i32.store16[4,4] i32.load16_u[4,5] i32.add local.get[local_index(1)] i32.store16[5,4] local.get[local_index(0)] local.get[local_index(1)] local.set[local_index(1)] local.set[local_index(0)] i32.load16_u[0,2] local.set[local_index(0)]",10,0.55,optimal,16,True,True,16,5,True,,GET1 i32.load8_s_2 i32.load16_u_3 i32.load16_u_4 i32.store16_5 i32.load16_u_6 i32.add_0 local.get_0 i32.store16_9 i32.load16_u_14 SET1,11.0,11.0
